customer_id,customer_name,age,sex,height,weight,membership_type
4075,Cristopher Hudson,57,1,5.4,194,adults
6997,Edward Hamill,7,1,,82,kids
3463,James Fisher,32,1,6.5,192,adults
3203,Robert Wyatt,38,1,,,adults
6754,Miguel Scruggs,54,1,,194,adults
5523,Jeanette Martineau,43,0,,,adults
963,Virginia Brazile,31,0,5.9,157,adults
8990,Dale Long,61,1,,,adults
8887,Jaime Thomas,28,1,,194,adults
9009,Michael Burnham,43,1,,193,adults
2062,Kareem Sherman,62,1,5.5,,adults
6053,Jerry Rogers,25,1,,,adults
5637,Sherry Mccloud,34,0,4.5,,
2742,Robert Morgan,24,1,,200,adults
9098,Eleanor Cornelia,25,0,4.7,169,
1256,Christopher Gressler,32,1,7.1,,adults
6671,Laurel Quezada,40,0,,,
8917,Lee Stricker,41,1,6.1,,adults
5676,Shawn Hudspeth,30,1,,,adults
9739,Linda Jackson,28,0,5.5,,
3698,Thomas Mize,39,1,,201,adults
4511,Claire Batchelor,42,0,4.6,,
8697,Jeffrey Randall,64,1,,,adults
5695,Michelle Cyphers,6,0,,76,kids
231,Wilma Johnson,15,0,3.9,148,youth
2428,Richard Pribble,42,1,,194,adults
5205,David Provence,61,1,,204,adults
6572,Anthony Janosko,43,1,,206,adults
5633,Ellie Merrill,31,0,,,
1099,James Hedrick,36,1,,,adults
6025,Paul Arostegui,26,1,,205,adults
8507,Jorge Margolis,27,1,,,adults
4778,Andrew Evans,40,1,,,adults
1638,Ted Williams,28,1,6.2,,adults
9011,William Sanders,41,1,5.9,,adults
2489,Leann Stoddard,59,0,,,
7362,Mollie Mills,50,0,6.4,,
1807,Willie Britt,51,1,,,adults
6483,Lillian Oswald,33,0,3.9,163,
5673,Katherine Smither,33,0,,,
99,Luis Cline,37,1,,,adults
8703,Herbert Thompson,53,1,,,adults
9451,Carla Correa,44,0,,,
3122,Becky Ruiz,70,0,,171,adults
8460,Jeffrey Rue,25,1,,,adults
6218,Jason Hardison,66,1,,198,adults
1155,Cassie Boatner,31,0,6.1,,
5300,Harry Arnold,65,1,5.6,,adults
5251,Bertha Washington,61,0,,162,
4475,Kimberly Brown,53,0,4.8,173,
3381,Duane Zavala,32,1,5,,adults
654,George Leclair,49,1,5.6,201,adults
2637,Charles Dinatale,21,1,,,adults
378,Mack Daniel,35,1,,,adults
7772,Joseph Gusler,45,1,5.8,,adults
9237,Maribel Castro,53,0,4.8,,
8680,Ron Torres,63,1,6.3,196,adults
1846,Brian Ortiz,32,1,5.1,201,adults
1599,Alyson Dever,20,0,,182,
9425,Donald Traub,48,1,,,adults
907,Linda Reynolds,13,0,4.7,144,youth
1503,Shannon Adams,45,0,4.7,,
1594,Lisa Payne,53,0,,160,
2944,Milton Wilkerson,56,1,,,adults
3945,Barbara Corum,40,0,5.1,156,
408,Jimmy Banks,66,1,,,adults
8014,Gerald Yoshina,27,1,5.9,,adults
5044,Johnny Wideman,45,1,5.3,205,adults
9649,Henry Ortiz,47,1,5.8,,adults
292,Dean Strawder,48,1,,,adults
9165,Shelia Taylor,48,0,,,
8066,Benjamin Mitchell,57,1,6,,adults
7199,Sherman Ealey,41,1,,,adults
7939,Dolly Zayas,28,0,,,
9886,Fletcher Fleming,40,1,,202,adults
2987,Cathy Mcdonald,55,0,4.5,168,
2475,Geraldine Hedrick,40,0,,,
9952,Anthony Dyer,69,1,5.8,204,adults
1559,George Johnson,56,1,6.2,,adults
2136,Jamie Parker,11,0,4.6,65,kids
1386,Amy Smith,34,0,,,
9025,Marcia Bassetti,56,0,4.8,,
2222,Gale Holmes,31,0,,,
5046,Lori Sokolsky,48,0,5.9,,
9498,Ernest Peters,52,1,,203,adults
7944,Eugene Halladay,21,1,,,adults
9637,Matt Davis,36,1,6.4,203,adults
6290,Kelly Jamison,39,0,3.9,,
5155,Jared Rutter,51,1,,,adults
6563,Ernest Criswell,17,1,4.4,136,youth
3846,Kathleen Buckley,45,0,5.8,165,
7067,Helen Stahl,51,0,6,172,
438,John Lockett,47,1,,,adults
2945,Tyrone Henry,36,1,,198,adults
9903,Ethan Flowers,32,1,,201,adults
4924,Barbara Collazo,34,0,4.7,,
6357,Gilberto Mathews,60,1,6.4,,adults
4678,Joan Young,37,0,,156,adults
6547,John Stevens,53,1,6.1,,adults
4569,Frederick Shore,8,1,4.4,71,kids
1280,Maxine Grady,61,0,,,
9369,John Larson,54,1,,,adults
7338,Juan Douglas,19,1,,189,adults
9278,William Johnson,45,1,5.6,,adults
9517,Neva Coleman,44,0,,170,
9525,Virginia Adams,20,0,,,
3680,Anthony Almanza,39,1,,201,adults
3516,Robert Pendley,25,1,,,adults
5437,Marilyn Given,8,0,3.5,78,kids
3257,Jamie Williams,53,1,7,,adults
9301,Guillermo Young,55,1,4.8,,adults
8535,Tammy Joyce,11,0,4.9,77,kids
6695,Lena Miller,24,0,5.4,,
3708,Robert Turner,13,1,,141,youth
5356,Daniel Gregory,34,1,,197,adults
917,Karen Wilson,34,0,,,
5141,Louis Rowald,42,1,,193,adults
5426,Robert Casey,18,1,,,adults
1756,Edward Hood,52,1,,,adults
6955,Edith Peltier,49,0,,161,
3819,Raymond Verdugo,56,1,,,adults
5407,Jennifer Murphy,32,0,4.8,,
1347,Mark Baldwin,33,1,5.9,,adults
466,Samuel Poole,38,1,,192,adults
8059,Terry Sanchez,24,1,,,adults
1130,Domonique Painter,31,0,,,adults
9652,Frances Bellocchio,54,0,,,
4581,Douglas Craghead,42,1,6.7,199,adults
8444,Susan Richardson,59,0,4.3,158,
7762,Vivian Temple,55,0,4.8,,
5152,Jerald Henshaw,8,1,4.5,79,kids
1150,John Redmon,30,1,,,adults
8580,Robert Lam,43,1,,202,adults
9799,Joe Coleman,38,1,,,adults
1888,Rodney Davis,43,1,,,adults
85,Darlene Whitchurch,33,0,,,
4842,Venus Callahan,29,0,5.2,,
7668,Jenny Butler,47,0,,,
3617,Gilda Brown,20,0,5.6,,
5860,Martha Sanders,40,0,,170,
2499,Harvey Reynolds,29,1,6.3,,adults
9481,John Hurley,37,1,6.8,,adults
7079,Carl Mcdougald,50,1,,,adults
3588,Michelle Stokes,30,0,,170,
5330,Robert Cardozo,12,1,4.7,86,kids
1486,Timothy Matava,53,1,5.3,,adults
3763,Ofelia Gulley,57,0,4.2,,
7241,Leo Ramirez,36,1,,195,adults
4585,Tyrell Burris,54,1,,,adults
1624,Eddie Patino,54,1,,,adults
8179,Cheryl Torres,50,0,5.3,,
1596,Chester Smith,40,1,,197,adults
824,Randy Landis,69,1,,,adults
4263,Cherie Richardson,41,0,4.6,,
7711,James Upton,32,1,4.8,,adults
18,Percy Robertson,60,1,5.2,,adults
6665,Milton Chauvin,12,1,,74,kids
6897,Samuel Dublin,41,1,5.6,,adults
2171,Agustin Bartolet,62,1,6.9,189,adults
6566,John Sorensen,25,1,,206,adults
2304,Allen Lewis,26,1,,,adults
4006,Robert Helt,40,1,,,adults
2113,Lois Farrell,37,0,,,
8531,Helen Sanchez,55,0,,,adults
5494,Matthew Schleusner,23,1,5.9,210,adults
2053,Timothy Barber,26,1,,201,adults
4134,Kenneth Martin,44,1,,202,adults
8679,Sarah Divine,26,0,,166,adults
6191,Martha Luckey,21,0,,161,
2950,Kim Thorsen,32,0,,166,
2525,Susan Andersen,45,0,,,
3853,Jacqueline Green,39,0,4.2,,
2229,Richard Kim,30,1,5.2,197,adults
2069,Wayne Sorum,56,1,4.9,200,adults
9764,Caleb Santoro,42,1,,,adults
688,Frances Palmer,26,0,,,
6838,Theresa Robinson,52,0,,161,
5355,Arthur Monday,61,1,4.5,,adults
6460,Marvin Beaudreault,32,1,,195,adults
9968,Debbie Francis,46,0,5.2,172,
3552,Elizabeth Holeman,32,0,5,,
334,Kathleen Ball,42,0,5.3,155,
4809,Barry Engelke,15,1,4.2,136,youth
4384,Jose Sosa,27,1,5.8,,adults
5213,Freida Conner,54,0,,,
6274,Gerardo Straka,22,1,7.1,,adults
1401,Rachel Leblanc,8,0,3.8,75,kids
6721,James Viveros,31,1,,,adults
938,Carlos Shea,35,1,7.1,201,adults
8282,Eloise Stoner,33,0,,,
5587,Cody Woods,48,1,6.2,,adults
8454,Frank Larick,49,1,,,adults
4228,Paul Robinson,39,1,,,adults
8006,Jason Moore,33,1,7.1,,adults
8031,Elizabeth Edmondson,30,0,,,
2001,Mildred Henderson,23,0,,166,adults
3984,Joseph Crafton,24,1,,194,adults
4869,Harold Butler,17,1,6.1,146,youth
5785,Barbara Gass,37,0,,166,
5338,Michael Richardson,41,1,,,adults
6924,Dwight Ferrell,54,1,,,adults
5870,Mark Williams,7,1,4.2,82,kids
8764,Patricia Najera,66,0,5,,
1895,Glenn Ratliff,40,1,6,,adults
7285,Paul Schuller,11,1,5.1,78,kids
6466,Eleanor Butler,42,0,,177,
4147,Harriett Morgan,28,0,4.7,173,
7069,Keith Werre,8,1,5.7,78,kids
5802,Mark Waldal,28,1,,,adults
2466,Lorraine Atwood,29,0,,167,
9853,Rosa Riley,13,0,4.2,139,youth
4351,Mary Gray,31,0,4.7,175,
9398,Gail Peacock,32,0,4.6,,
7638,Mendy Russell,51,0,,163,
9562,Sandra Giese,54,0,,159,
8088,Charles Ramos,49,1,,,adults
9468,Tom Carter,38,1,,202,adults
1877,Patricia Felder,45,0,,,
8521,Keith Moore,52,1,5.6,,adults
6877,Alexandra Durrett,35,0,4.4,,
4161,George Honeycutt,29,1,6.1,,adults
7617,Warren Daley,27,1,5.6,204,adults
2415,John Duarte,20,1,5.8,,adults
941,Gary Randall,46,1,,201,adults
3775,Emma Janas,45,0,5.5,,
7224,Dorathy Byers,7,0,4.7,67,kids
4132,David Valenzuela,33,1,,,adults
4584,Mildred Wince,47,0,4.7,168,
2573,Craig Marks,39,1,,,adults
8588,Richard Thomas,32,1,,,adults
4412,Angel Lillian,25,1,6.1,,adults
9761,James Griffis,45,1,,,adults
6530,Simon Hellard,26,1,6.1,,adults
3716,Patricia Smith,32,0,,168,adults
6400,Pamela Vo,34,0,,,
7316,Jerry Pearson,12,1,4.8,75,kids
338,Louis Reynolds,28,1,,,adults
3226,Alden Barreto,52,1,,190,adults
6821,Jennifer Hawk,34,0,,,
4288,Ronald Vrbka,13,1,,143,youth
6878,David Miranda,21,1,5.7,,adults
5335,David Antonio,42,1,,194,adults
1187,William Seward,64,1,,192,adults
8592,Albert Boyle,29,1,7.3,,adults
5966,Steven Sanders,47,1,5.8,,adults
4163,Joshua Naquin,26,1,5.7,199,adults
3994,Kyle Young,20,1,5.4,,adults
6381,Christopher Vanfleet,44,1,5.9,199,adults
7437,Kathy Miller,27,0,4.9,,
7190,Carol Dahlstrom,55,0,5.7,158,adults
1932,Curtis Montana,47,1,,,adults
6823,Dorothy Chandler,33,0,5,167,
6354,Adam Sylvia,44,1,,194,adults
1651,Kevin Hanna,20,1,,203,adults
253,Shawnta Lavigne,54,0,,,
5853,Blaine Parks,40,1,,,adults
7649,Gerald Brookshire,19,1,5.2,196,adults
7055,Susan Crosby,13,0,,135,youth
419,Douglas Summer,35,1,5.6,,adults
3832,Jessica Kern,45,0,4.9,,
2104,Joseph Overman,61,1,,,adults
8999,Patrick Hartel,49,1,6.3,191,adults
3580,Donald Brown,39,1,,193,adults
1800,Jill Halterman,40,0,,,
554,Marcelino Babiarz,33,1,4.9,204,adults
1811,John Vaughn,16,1,,143,youth
9640,William Stewart,50,1,6.3,,adults
8202,Donna Walker,64,0,,,
5435,Maria Mcdonald,38,0,6,,
683,William Bartlett,18,1,,196,adults
7896,Phyllis Lopez,59,0,,,
6798,Richard Mcpeake,18,1,,,adults
6787,Yolanda Livingston,61,0,4.1,,
920,Clinton Myers,41,1,,,adults
2586,Amy Keh,7,0,,76,kids
1941,Glenda Gonzalez,44,0,4.8,,
417,Sallie Deitz,34,0,4.5,,adults
4089,Victor Wilson,15,1,5.7,136,youth
7220,Robert Kimble,38,1,,,adults
576,Helen Ott,30,0,5,,
9197,Janet Jolivette,35,0,,163,
6650,Dennis Williams,46,1,,186,adults
5639,Billy Perry,53,1,7.2,197,adults
9397,Kimberlee Waters,36,0,,,
8176,Edith Stoner,48,0,,,
9115,Martin Andrade,25,1,,189,adults
4415,Connie Aronow,13,0,4.8,134,youth
7906,Willian Cutler,66,1,7.2,,adults
3834,Catherine Postma,31,0,6.1,,
5627,Sarah Lang,25,0,,170,
3176,Thomas Tate,36,1,,,adults
9537,Nicolas Maloon,37,1,5.7,202,adults
8195,John Mulqueen,39,1,6.2,210,adults
9982,Mercedes Garcia,48,0,,185,adults
5403,Shirlee Kremen,35,0,,171,
7807,Pedro Young,50,1,5.6,,adults
9103,Anna Gurrola,14,0,,138,youth
3863,Ernestina Dommer,38,0,5.6,,adults
6170,Josephine Rose,62,0,,169,
865,Corey Owen,37,1,,207,adults
2515,Ruth Barrett,30,0,6,170,adults
156,Henry Browning,51,1,5.6,,adults
107,Thomas Gonzales,39,1,6.6,,adults
3686,William Bradley,50,1,,194,adults
6129,Roberto Everett,14,1,5.1,144,youth
1282,Daniel Hann,20,1,,,adults
8853,Linwood Jones,27,1,,,adults
4851,James Mcdaniel,36,1,4.8,206,adults
8541,Steven Hong,70,1,,,adults
7940,Gregory Barnes,27,1,,199,adults
6735,Preston Betters,22,1,5.8,,adults
6706,Randy Randolph,18,1,,,adults
1120,Paul Brown,40,1,,,adults
1485,Grant Olivas,45,1,,195,adults
1618,Gloria Channell,25,0,,,
4300,Harold Padilla,19,1,5.5,192,adults
9896,Karen Vaughan,29,0,,166,
1138,Erica Johns,50,0,,167,adults
2078,Christina Coppock,40,0,4.8,165,
1754,Rosa Kneip,52,0,,170,
2778,George Bakley,34,1,5.5,,adults
1198,Aleta White,26,0,,,
745,Terry Doolittle,19,1,6.2,,adults
5326,Gary Gordon,54,1,5.5,204,adults
5521,Ella Robb,66,0,5.5,157,
4871,Richard Carver,54,1,,202,adults
9908,Michael Lewis,50,1,,,adults
5717,Peggy Armstrong,16,0,4.8,143,youth
8847,Ofelia Frankum,25,0,5.4,,adults
8612,Essie Friedman,45,0,5.7,169,adults
399,Raymond Payne,33,1,,196,adults
8984,Lela Jones,31,0,4.4,,
388,Jennifer Collazo,52,0,4.6,167,
1494,Doris Stalnaker,48,0,4.8,,
8912,Joseph Hicks,50,1,7.2,,adults
8093,David Wymore,7,1,4.9,81,kids
8855,Elisa Lanning,28,0,4.4,,adults
7871,Lillie Morales,10,0,3.8,79,kids
5792,Jack Wright,50,1,,194,adults
4545,Grace Billiot,16,0,4.7,148,youth
3193,Alice Reese,20,0,,167,
310,Wallace Drage,47,1,6.2,189,adults
8822,Alvin Pease,36,1,,192,adults
4476,Mark Weston,38,1,,191,adults
1611,Roger Menendez,66,1,,,adults
9295,Michael Reed,68,1,6.2,205,adults
8752,Walker Schuelke,25,1,6.4,,adults
8414,Kathleen Harrell,57,0,,,
6003,Fern Walters,40,0,5.6,163,
7788,Robert Wright,53,1,,,adults
6999,Michael Shakir,20,1,,,adults
4755,Brenda Marcano,34,0,,,
4926,Lisa Johnson,47,0,,157,
8156,Amy Donovan,18,0,6.5,,
2086,Kim Fricke,61,0,4.9,177,adults
3501,Michael Clark,32,1,,197,adults
1735,Anthony Rick,26,1,5.2,,adults
9307,William Clark,49,1,5.2,,adults
6420,David Ferrell,59,1,6.3,203,adults
5946,Robert Sain,27,1,,,adults
2925,Michael Bell,53,1,,,adults
3911,Frank Thomas,31,1,5.5,202,adults
5549,Eugene Manygoats,53,1,,198,adults
5500,Clyde Boucher,32,1,,201,adults
6509,Josie Taylor,24,0,,,
7784,Glen Jackson,12,1,4.6,76,kids
8611,Veronica Manis,57,0,,,
6296,Robert Jay,50,1,,207,adults
6954,Lawrence Reddick,30,1,6.6,,adults
4105,Joanna Mora,27,0,,,adults
2224,Billy Pierce,25,1,,,adults
7858,Jim Harju,49,1,,,adults
7302,William Hall,27,1,,,adults
73,Pam Robles,49,0,,,adults
7810,Michael Helton,28,1,6.4,,adults
8685,Roger Johnson,45,1,,201,adults
3316,Mary Robertson,30,0,,,
168,Nathan Dobson,54,1,5.3,,adults
9285,Janice Shackley,52,0,,171,
2645,Jose Arellano,32,1,5.4,,adults
9435,Jeffrey Neal,42,1,,,adults
2302,Lula Mcintyre,52,0,5.6,,
7152,John Krapp,28,1,5.6,,adults
4798,Natalia Halcomb,36,0,5.7,,
7038,Alana Calogero,9,0,2.7,63,kids
704,Robert Kochan,37,1,,,adults
7048,Thomas Jimenez,28,1,5.2,203,adults
9838,Monica Hargett,49,0,,166,
8895,Michael Coronado,24,1,,,adults
2359,Avis Badger,25,0,4.7,,adults
6207,Dale Oldham,30,0,5.2,159,
4687,William Patterson,15,1,,150,youth
1710,Wanda Groce,40,0,,,
170,Stuart Butler,55,1,,,adults
1320,Evelyn Hancock,22,0,4.7,,
1938,Julia Wilson,48,0,,,
7856,George Hathaway,49,1,,,adults
2061,Theodore Butler,37,1,,,adults
9003,Michelle Rokus,23,0,5.8,174,
2035,Bridget Harris,58,0,5.4,,adults
7385,Lisa Hinton,45,0,4.4,,adults
6324,Larry Smith,56,0,,168,
239,Karen Bronner,49,0,6.5,,
4192,Ronald Becerra,39,1,,,adults
2698,Karlyn Juckett,41,0,,,
2124,Paul Khan,22,1,,197,adults
3032,Robert Kennedy,12,1,4.7,74,kids
3178,Angela Garland,10,0,,73,kids
7904,Robert Hoge,51,1,7.3,193,adults
476,David Hernandez,25,1,,202,adults
4322,John Callaway,43,1,6,200,adults
7621,Theresa Shults,31,0,,,
2380,Alma Carpenter,14,0,4.4,136,youth
9671,Wayne Mayher,53,1,,,adults
2786,Betty Wilkerson,52,0,5.2,166,
8522,Latanya Ortega,20,0,5.9,,
9346,Darrell Troutman,46,1,,199,adults
2267,Angelina Hernandez,26,0,5.4,,
607,David Hua,70,1,5.4,,adults
1923,William Joseph,23,1,,,adults
2631,Mary Wilkinson,46,0,,172,
4598,Peggy Leonard,50,0,5.4,165,
1524,Andrew Kellogg,49,1,,205,adults
3992,Sean Lipford,60,1,,,adults
5067,Stephen Brink,46,1,,,adults
280,Frances Morgan,13,0,5.4,146,youth
1509,James Wright,48,1,5.9,,adults
5006,Andre Brennan,17,1,4.8,138,youth
5831,Richard Mitchell,41,1,5.9,,adults
3450,Hubert Castro,29,1,,,adults
8036,Lara Coleman,25,0,,,
8996,Bruce Redenbaugh,31,1,,202,adults
6557,Stanley Hedgepeth,27,1,,,adults
9035,Perry Low,33,1,,203,adults
838,Patricia Muray,30,0,,171,
9274,Roberta Foley,43,0,,,
863,Bernard Wilson,11,1,4.7,74,kids
9326,Samuel Wilson,38,1,,,adults
5918,Kelly Foster,56,0,5.6,,
2481,John Smith,42,1,,,adults
6135,Stephan Mahoney,30,1,,200,adults
651,Allan Richie,21,1,5.7,193,adults
7543,Charles Rick,27,1,,195,adults
4317,Ann Cole,35,0,,,
6989,William Heller,67,1,,,adults
4765,Carlos Crosby,34,1,,,adults
6220,Brandon Beaty,65,1,,,adults
8318,Ma Crane,40,0,,,
5782,John Barker,59,1,,194,adults
7963,Wendell Williams,58,1,,,adults
46,Ruth Osborn,28,0,,,
4799,Anna Pearson,31,0,4.9,,
7464,Jason Beck,44,1,6.4,,adults
1562,Vern Allen,37,1,4.9,,adults
4176,Roger Berger,36,1,6.1,,adults
1960,Nicholas Wilcox,22,1,5.6,201,adults
3084,Kelly Newyear,34,0,,,adults
5567,Vincent Sanchez,43,1,4.9,,adults
3473,Amber Tuck,42,0,4.9,,
5526,Nathanael Nunez,41,1,,,adults
3172,Donald Trejo,38,1,5.9,,adults
4301,Patricia Levine,34,0,4.4,169,
8478,Nancy Buchanan,70,0,4.2,,
4747,Michael Breedlove,43,1,,199,adults
6501,Anna Bambacigno,64,0,,,
1453,Michael Turner,11,1,4.9,77,kids
2484,Adolfo Osborne,41,1,6,,adults
5314,Travis Lawson,33,1,5.5,191,adults
6195,Katy Cox,31,0,,162,
5126,Debra Bryant,31,0,4.5,165,
2695,Pablo Bentley,49,1,7.1,,adults
8842,Randal Motta,48,1,7.2,,adults
2026,Thomas Blocker,40,1,,188,adults
4885,James Brown,41,1,,,adults
8422,Grant Doyle,36,1,,,adults
8961,John Francis,53,1,,,adults
6178,Brian Moffitt,59,1,,,adults
9363,Myrtle Macleod,32,0,,,
5963,Donald Goodman,52,1,5.7,,adults
9018,John Schutte,30,1,5.7,,adults
1823,Mark Zywiec,52,1,,194,adults
426,Carl Besson,37,1,5.9,,adults
621,Donovan Lyons,35,1,6,,adults
8696,William Acevedo,48,1,,,adults
6949,Marie Parton,41,0,,,
224,Nicole Kader,8,0,4.4,71,kids
1943,Arlene Garcia,42,0,,158,
5008,Virginia Mcraney,25,0,5,,
9110,Ruby Mcknight,27,0,,,
3393,Leroy Hanna,7,1,4.9,74,kids
3857,Warren Nkomo,25,1,,204,adults
9290,Christina Rowe,36,0,,,
3947,Ruth Matthews,49,0,,164,adults
8737,Paul Barriere,31,1,5.9,197,adults
8099,Marty Delgado,60,1,,199,adults
4665,Penny Mchugh,16,0,,140,youth
158,Karen Sapp,58,0,,171,
5967,Morgan Griffin,21,1,,200,adults
5024,Daniel Derrigo,32,1,6.6,,adults
6124,Donald Ramon,34,1,5.8,197,adults
6905,Mike Hoehn,32,1,,,adults
5972,Henry Gladstone,21,1,,,adults
6293,Melvin Parramore,10,1,,82,kids
2115,Lori Sommers,54,0,,169,
4309,Janet Ford,61,0,5.3,,
1568,John Richardson,24,1,,189,adults
6361,Robert Noble,60,1,5.9,,adults
9406,Patricia Hopper,60,0,4.7,170,
5007,Jennifer Phillips,32,0,,,adults
103,Martin Wolford,30,1,5.9,203,adults
2450,Marilyn Williams,7,0,5.7,70,kids
4154,Amanda Lawrence,20,0,,,
9132,Walter Virtue,40,1,5.7,,adults
11,Kendra Slater,52,0,,179,
7873,Brian Medlock,47,1,,,adults
4752,Cecil Heywood,44,1,,193,adults
2954,Angie Begay,27,0,,166,
6635,Mariann Shirley,61,0,,172,
9310,Roberto Mullins,51,1,,198,adults
4518,Clarence Leblanc,50,1,,185,adults
9940,Kristi Garza,41,0,5.1,,
7546,Karen Matava,40,0,4.1,,
9245,Homer Tomko,15,1,,134,youth
5111,David Sutton,65,1,,194,adults
4558,Cecil Isaacs,36,1,,,adults
3077,Sondra Berry,11,0,4.4,68,kids
2756,Jeffery Pena,8,1,4.5,70,kids
2300,David Glover,47,1,6.8,198,adults
8105,Helen Jarvis,53,0,5.3,175,
48,William Morgan,56,1,6.1,192,adults
8348,Jodie Behan,37,0,4.8,,
9141,Leigh Soto,29,0,4.9,,
1156,Clinton Roe,33,1,,,adults
1289,Marjorie Laitila,62,0,,174,
2364,Jeffrey Gonzalez,28,1,6.2,,adults
3443,Marlena Mcgranahan,49,0,,,
4838,Marvin Jackson,8,1,4.9,72,kids
7386,Larry Bartlett,64,1,,,adults
7450,Dennis Burke,22,1,,193,adults
7397,Rudolph Washington,52,1,,,adults
8965,Sterling Killay,13,1,,143,youth
6869,Letha Riddell,55,0,5.4,,
5221,Sterling Williams,30,1,5.3,,adults
7519,Luis Brown,66,1,,,adults
2064,Daryl King,56,1,6.7,,adults
4037,Keith Schwartz,36,1,5.1,199,adults
3785,David Reichman,50,1,6.5,,adults
3479,Cheri White,39,0,5.8,,
4248,Eric Norton,63,1,5.8,,adults
5131,Morris Loughborough,6,1,,73,kids
6056,John Yeldell,38,1,,,adults
6212,Wilma Baker,61,0,4.7,,
5756,Hazel Newberry,59,0,4.8,166,
8062,Julia Reyna,6,0,,73,kids
3461,Peter Sirwet,53,1,,,adults
6487,Melissa Juares,52,0,,154,adults
7632,James Baxter,18,1,,,adults
3914,Christopher Kuehl,39,1,7.1,,adults
6228,Deana Nuzback,38,0,,173,adults
6788,Regina Mansfield,28,0,4.8,,
4120,Eric Walker,31,1,,,adults
4358,Stephen Prude,50,1,5.3,,adults
327,Synthia Payne,25,0,,,
3052,Michelle Johnson,48,0,5.8,,
7442,Louis Roule,42,1,6,,adults
2857,Luke Spoon,33,1,,201,adults
5843,Jennifer Mccloskey,32,0,4.9,169,adults
7140,Joyce Long,25,0,4.7,169,
3442,Clyde Cleveland,60,1,,,adults
4843,Charles Battle,52,1,,195,adults
8661,Frederick Cathey,34,1,6.7,,adults
7071,Eric Holberg,26,1,6,190,adults
8186,Terrell Clifton,49,1,,192,adults
637,Karen Terry,23,0,4.2,,
6014,Brenda Mills,22,0,,,
5372,Mark Comeaux,29,1,5.9,,adults
146,Earl Thompson,54,1,,193,adults
331,Jerry Kuhn,16,1,,152,youth
7337,John Beverly,49,1,,,adults
533,Jacob Wadley,66,1,,193,adults
9064,Donald Carp,47,1,6.1,,adults
2842,Brett Paget,15,1,,142,youth
3831,Stanley Miller,22,1,4.8,,adults
7328,Celia Negron,45,0,4.9,,adults
2253,Peter Mccoy,44,1,5,,adults
4199,Gerald Lunsford,33,1,,205,adults
8573,Timothy Clary,40,1,,193,adults
3744,Christopher Jeffreys,27,1,5.4,189,adults
8563,Angie Mason,48,0,,,adults
8727,Harold Boyd,31,1,6,202,adults
960,Rosario Nakamura,59,1,,199,adults
6019,Jeffrey Parker,43,1,6.5,,adults
1842,Bernice Robel,47,0,4.7,,adults
6895,Lance Massey,21,1,,,adults
5765,Charles Munyon,21,1,,,adults
1000,Richard Jackson,36,1,,195,adults
2075,Michael Dean,42,1,,,adults
7989,Mike Copeland,53,1,,197,adults
4133,Fred Torres,36,1,,,adults
6159,Danny Cobian,21,1,,191,adults
6126,Frederick Navarro,52,1,,208,adults
2629,Juana Serisky,31,0,,170,
4347,William Thixton,31,1,,,adults
6459,Lavern Tabor,34,1,,,adults
3659,Melaine Dougherty,33,0,,,
4055,Gina Beltran,32,0,,171,adults
585,Antione Dowell,66,1,,,adults
6704,Wilma Janssen,33,0,,,adults
6502,Gary Castiglione,35,1,,,adults
7644,Eugenia King,30,0,,,
3848,David Bjork,10,1,5.3,78,kids
5402,Robert Richards,57,1,,,adults
6830,Thomas Thiboutot,51,1,,196,adults
3318,Gregg Correia,19,1,,187,adults
3138,Ronald Crist,70,1,,197,adults
3757,Michael Molter,27,1,,,adults
3557,Joseph Jones,34,1,,,adults
7786,Paul Shipley,50,1,,196,adults
6862,Gladys Nunez,23,0,5,,
109,Kimberly Merkel,42,0,,,
7165,Sylvia Kot,54,0,,,
9420,Earline Diaz,48,0,4.7,,
906,Devin Curtis,39,1,6,,adults
8827,Eunice Gilmore,32,0,5.1,,
9230,Kenny Damato,50,1,,,adults
3789,Justin Marino,28,1,,,adults
3532,Jonathan Morello,52,1,,195,adults
3656,Gloria Sumter,41,0,5.5,162,
4642,Stephen Sanders,52,1,5.9,,adults
9153,Christopher Miller,53,1,4.5,,adults
8378,Tony Hernandez,25,1,5.1,,adults
3196,Gary Baker,35,1,6,,adults
1141,William Thayer,61,1,6,,adults
5822,Patricia Palomaki,31,0,5.2,170,
4935,David Martin,31,1,,186,adults
340,Jason Gerrald,46,1,5.9,195,adults
2371,Mabel Fairbanks,66,0,5.2,168,
7150,Douglas Payne,27,1,6.5,,adults
134,Mildred Carmley,27,0,4.9,159,
1316,Danielle Lambert,48,0,,,
9746,James Potter,51,1,,201,adults
7515,Elva Reffett,28,0,,,
401,Michelle Patron,48,0,,,
4090,Lowell Bolden,28,1,,,adults
4338,Alan Moua,30,1,,,adults
1234,Roberto Havard,19,1,,,adults
2025,Stella Monk,37,0,6.2,,
9901,Ronald Daliva,49,1,6.2,204,adults
7455,Janet Krefft,43,0,4.6,,adults
1094,Joanie Carter,18,0,5.1,,adults
8020,Willie Dole,38,1,,,adults
7297,Nicole Huitink,40,0,,,adults
9251,Marion Williams,12,1,,76,kids
7792,Kathryn Burns,52,0,4.6,,
674,Earnest Scherzer,37,1,6.6,196,adults
1508,Alda Phillips,48,0,4.5,,
